PM10,SO2,NO2,CO,TEMP,PRES,DEWP,RAIN,WSPM,O3,PM2.5
27,10,45,500,5.1,1019.9,-2.7,0,1.2,22.0626,24
27,9,38,500,4.3,1020.2,-2.6,0,1.4,14.1372,25
57,4,53,700,3.6,1020,-2.8,0,2.1,NA,20
54,4,54,900,3.2,1019.9,-3,0,0.9,NA,36
22,6,37,600,3,1019.9,-3.6,0,0.9,10.4958,20
34,6,43,600,3.8,1019.7,-3.9,0,0.7,4.4982,20
32,6,44,600,2.8,1020.1,-2.9,0,0.8,5.9976,26
33,7,51,600,4.6,1021,-1.6,0,0.7,4.4982,26
83,6,51,900,7.7,1021,-2.1,0,1.3,2.5704,35
86,7,59,1100,10.1,1020.6,-2.6,0,1.6,5.7834,48
136,16,69,1100,12.1,1020.1,-2.2,0,1.4,4.9266,82
113,25,64,900,13.7,1018.9,-2.3,0,1.7,10.4958,65
114,26,74,900,14.5,1017.7,-2.5,0,1.9,10.71,67
94,19,66,700,15,1017.1,-2,0,1.4,23.7762,67
63,19,38,600,15.3,1016.7,-1.3,0,1.7,60.1902,54
63,17,48,700,14.9,1016.4,-0.4,0,1.2,52.9074,54
102,17,71,900,13.4,1016.3,0.4,0,0.6,40.2696,72
102,13,90,1100,10.2,1016.8,1,0,0.6,25.704,86
122,13,114,1400,9.6,1017.4,0.5,0,0,4.9266,99
126,11,104,1500,8.4,1017.6,0.4,0,1,5.1408,110
106,11,84,1200,7.8,1017.9,0.5,0,1.3,11.1384,89
105,10,84,1100,7.5,1018.3,0.7,0,1,8.568,90
104,10,79,1200,6.7,1018.4,1,0,1.5,12.4236,95
107,10,79,1300,5.5,1018.3,1,0,0.8,10.9242,105
106,9,79,1200,5.2,1018.3,1.3,0,0.9,7.7112,95
110,8,82,1300,4.5,1018.3,1.3,0,0.4,3.4272,109
126,6,81,1500,4.7,1018.4,1.2,0,1.1,1.071,109
111,6,75,1200,4.4,1018.3,1.1,0,0.7,1.071,121
114,5,NA,1300,3.9,1018.3,0.8,0,0.9,9.639,101
115,5,47,1000,3.3,1018.6,0.7,0,0.1,22.7052,108
107,6,66,1300,3.7,1019.2,1.1,0,0,7.7112,108
107,6,73,1200,5.6,1019.9,0.8,0,0.4,3.4272,90
169,12,82,2100,9.1,1020,0.5,0,0,5.7834,122
115,18,76,1500,10.9,1019.7,1.9,0,1.3,7.0686,122
200,18,93,1900,12.2,1019.2,2.9,0,1.4,8.3538,127
339,22,125,2300,13.5,1018.1,2.4,0,1.5,4.9266,197
210,19,126,1600,14.4,1017.3,1,0,1.2,8.3538,167
149,20,115,1200,14.2,1017,2.1,0,1.6,23.3478,167
143,20,79,1100,14.3,1017.2,1.2,0,1.6,47.5524,136
144,21,55,1000,14,1017.2,0.9,0,0.9,79.6824,116
120,18,59,1000,13.3,1017.3,1.6,0,0.8,74.1132,105
127,15,59,1000,11.4,1017.8,2.9,0,0.8,55.2636,105
152,12,93,1300,10.1,1018.1,2.9,0,1,35.5572,133
152,12,93,1800,8.9,1018.3,3.3,0,0.8,6.8544,153
185,11,115,2000,7.9,1019,2.1,0,1.3,8.1396,161
163,6,104,1900,7.1,1019,1.8,0,0.8,7.0686,154
118,7,77,1400,6.8,1019.3,1.3,0,1.3,15.8508,134
113,7,77,1200,5.4,1019.2,1.3,0,0.6,22.491,106
110,8,68,1200,5.9,1019.1,1.2,0,0.9,17.136,105
110,6,46,1000,5.7,1019,1,0,1.5,31.059,109
101,6,51,1100,4.7,1018.5,1.2,0,1.2,27.846,91
108,5,68,1300,4.9,1018.4,1.6,0,0.4,11.9952,95
108,4,55,1200,4.8,1018.2,1.3,0,0.8,17.136,111
102,4,58,1300,4.8,1018.1,1.6,0,0.5,14.1372,91
119,5,73,1600,5.3,1018.3,1.6,0,1.2,1.4994,116
122,4,69,1500,6.3,1018.9,2.2,0,1,1.9278,117
145,5,73,1700,8.1,1019.1,3,0,0.8,5.5692,126
172,11,82,2000,9.8,1018.5,4,0,0.1,6.8544,145
172,15,89,1600,10.8,1018,3.6,0,1.4,8.568,159
210,19,89,1700,11.5,1017.1,3.5,0,1.2,8.3538,159
233,22,117,1600,11.8,1016.3,4,0,1.6,10.2816,205
219,18,122,1500,12.1,1015.5,3.8,0,1.3,8.568,201
192,17,116,1500,11.9,1015.2,4.4,0,1.1,14.3514,177
200,15,107,1400,11.7,1015.2,4.9,0,0.8,21.2058,197
237,14,128,1600,11.5,1015.1,5.1,0,1.7,11.5668,228
237,14,128,NA,10.9,1015.4,4.8,0,0.9,5.5692,228
227,20,142,1800,10.2,1015.5,5,0,1.1,3.8556,241
227,26,111,1400,9.1,1015.7,4.7,0,0.7,5.355,219
162,18,109,1500,7.4,1015.6,4.4,0,0.8,3.8556,206
169,10,112,1800,7.2,1015.5,4,0,0,4.9266,213
139,9,104,1700,7.3,1015.2,4.3,0,0.6,3.213,192
145,10,99,1500,7.5,1015.1,4.1,0,1.3,2.7846,192
137,11,90,1400,7.2,1014.7,4.2,0,1,4.0698,188
133,10,83,1400,6.6,1014.5,4.1,0,0,4.284,182
127,8,79,1400,6,1014,4,0,0,3.4272,180
136,6,77,1400,5.5,1013.6,3.8,0,0.4,2.5704,179
129,6,76,1500,4.9,1013.9,3.4,0,0,NA,177
115,4,68,1400,4.5,1014,3.2,0,0.4,0.4284,167
134,4,65,1800,4.1,1014.1,2.9,0,0.7,NA,167
134,4,61,1800,5,1014.6,3.7,0,1.4,NA,163
144,3,57,1500,7.3,1014.9,4.4,0,1.2,1.2852,129
164,7,66,1800,9.3,1014.7,5.3,0,0.5,4.0698,141
225,11,91,2200,10.9,1014.3,5.2,0,0.8,5.7834,184
219,17,104,1900,12.3,1013.3,5.5,0,1.6,7.7112,201
230,26,119,1700,13.4,1012.2,6,0,1.8,13.0662,218
253,29,133,1800,14.3,1011.6,6.4,0,1.2,20.1348,231
253,29,133,NA,14.4,1011.2,6.5,0,0.9,39.8412,231
281,30.2736,153.3591,NA,14,1011.2,6.6,0,1.5,31.7016,307
291,25.9896,177.3792,NA,12.3,1011.4,6.6,0,1.4,16.9218,313
297,25,178,2100,10.9,1011.9,6.8,0,1.2,35.5572,285
297,13,160,2000,9.8,1012.1,6.7,0,0,9.4248,307
255,7,150,2100,9,1012.1,6.3,0,0.1,2.3562,289
256,7,144,2200,7.8,1012.5,5.9,0,0.5,2.5704,299
255,6,142,2500,8.6,1013.7,6.2,0,1.4,1.071,304
257,6,143,2500,8.5,1013.4,5.9,0,0.2,NA,300
275,8,138,2900,8,1013.2,6.1,0,1.2,NA,274
275,7,136,2600,7.4,1013.3,5.5,0,0.7,NA,314
194,6,126,2200,7.7,1013.2,5.2,0,1.2,NA,263
67,8,96,1600,10.9,1013.1,3,0,3.8,NA,163
61,7,66,800,11.6,1013.2,1.5,0,2.4,5.9976,61
27,21,66,500,11.9,1013.5,0.6,0,3.8,17.136,27
12,19,44,400,9.2,1013.6,1.1,0,1.7,20.349,12
13,14,42,400,10.4,1014.1,0.7,0,1.3,19.7064,13
6,12,53,600,10.7,1015.2,1.5,0,0.7,10.9242,3
25,12,52,700,14.3,1015.4,-1,0,4.1,9.639,22
12,19,42,600,15.8,1015.9,-1.3,0,3.1,22.0626,7
6,15,24,400,16.5,1016.2,-2.6,0,4,44.7678,3
63,5,13,200,17.1,1015.8,-3.1,0,4.5,60.6186,12
28,2,12,200,17.5,1015.5,-2.8,0,3.6,65.331,7
27,2,12,200,18.1,1015.3,-2.8,0,3.6,65.7594,10
7,2,12,200,18.6,1015.8,-3,0,3.2,66.402,3
6,2,14,200,17.9,1015.7,-4.1,0,3.2,64.4742,3
6,2,15,200,16.4,1016.1,-4.3,0,2.7,65.1168,7
8,2,19,300,15.4,1016.7,-4.6,0,1.6,58.2624,7
6,3,25,300,14.5,1017.6,-5.3,0,1.3,49.6944,3
6,2,28,400,14.1,1018.2,-5.1,0,1.7,48.8376,3
6,2,22,300,12.7,1018.7,-4.9,0,1.5,54.4068,8
6,2,18,300,10.9,1019.3,-4.4,0,1,58.2624,3
6,2,19,300,9.7,1019.6,-3.3,0,0.6,55.0494,3
16,3,38,500,7.5,1020,-2.3,0,1.2,34.7004,13
35,5,63,900,6.8,1020.5,-2.1,0,1.3,12.6378,23
45,7,67,1200,7.5,1020.8,-2,0,0.8,12.4236,36
45,4,30,300,8.1,1020.7,-2.8,0,1.9,35.1288,10
6,7,24,400,9.8,1020.4,-3.5,0,1.1,40.4838,3
6,12,26,400,7.7,1020.6,-2.9,0,1.1,37.6992,3
16,23,37,600,7.5,1020.6,-2.8,0,1.2,26.1324,3
25,15,42,600,6.8,1020.8,-2.6,0,0.9,19.7064,19
17,26,49,700,8.5,1021.3,-1.9,0,0.5,12.4236,11
53,38,54,900,11.4,1021.5,-1.1,0,0.8,8.9964,25
153,26,69,1700,13.5,1021,-2.1,0,0,11.3526,67
164,31,72,1500,15,1020.5,-2.5,0,2.1,14.5656,78
132,39,72,1200,16.1,1019.3,-2.4,0,2.3,16.4934,68
62,29,54,700,16.7,1018.4,-2.4,0,1.4,29.1312,40
53,23,51,600,17.5,1017.3,-1.7,0,2.6,40.0554,36
56,21,48,600,17.6,1017,-2.2,0,2.3,59.976,41
57,17,41,500,17.1,1016.6,-3.1,0,2.2,65.7594,43
44,11,37,400,15.6,1016.1,-2.9,0,0.8,71.5428,33
52,7,43,400,13.8,1016.3,-1.4,0,0.8,52.6932,29
90,7,72,700,10.4,1016.4,-1,0,0.1,19.0638,36
101,7,84,1100,9.4,1016.7,-0.2,0,0,10.9242,52
80,8,75,1100,8.4,1016.8,-0.6,0,0.5,15.2082,65
50,8,55,700,8.2,1017,-1.1,0,1.1,24.2046,42
56,8,51,700,7.2,1016.3,-0.8,0,0.1,25.4898,40
93,9,68,1200,6.8,1016,-0.7,0,0.6,12.6378,66
53,7,52,800,6.8,1015.5,-0.2,0,1.5,19.278,45
84,8,67,1200,7.2,1015,-0.1,0,0.5,12.2094,55
76,9,64,1300,7.5,1014.8,-0.2,0,0.9,11.3526,56
58,9,62,1100,8.3,1014.6,1.4,0,1.5,9.4248,51
89,10,62,1100,8.2,1013.6,1.1,0,0.9,10.0674,57
68,10,60,1000,8.2,1013,2,0,0.6,10.71,58
61,7,57,900,8.7,1012.9,0.9,0,1,9.4248,54
85,9,60,1100,8.3,1013,2.3,0,0.1,9.8532,69
117,12,60,1200,9.4,1012.7,2.3,0,0.6,10.0674,83
118,16,64,1500,10.6,1012.1,1.7,0,0,10.9242,87
114,24,73,1300,10.9,1011.9,0.9,0,0.9,13.2804,95
165,22,80,1500,11.7,1011.1,1.6,0,0.9,11.1384,105
182,25,88,1500,13.7,1009.9,1.7,0,1.3,12.4236,130
184,28,93,1500,14.8,1009.3,2,0,1.4,14.7798,128
183,37,86,1400,14.3,1009.2,2.2,0,2.8,24.2046,134
170,44,82,1500,13.8,1009.3,2.1,0,1.2,29.988,153
166,43,85,1500,12.7,1009.3,2.2,0,0.6,27.4176,156
179,34,96,1600,10.2,1009.7,2.5,0,0.6,16.4934,154
203,25,113,1900,9.8,1010.1,2.6,0,0.5,9.2106,178
195,21,109,2100,7.9,1010.3,2.4,0,0.5,10.0674,181
167,22,98,1800,7.7,1010.3,2,0,1.4,9.2106,165
150,18,92,1800,6.6,1010,1.9,0,0,10.9242,139
137,15,89,1700,6.1,1009.9,1.6,0,1.7,8.7822,130
136,13,86,1700,5.7,1009.8,1.6,0,1.9,10.0674,125
129,11,83,1600,5.6,1009.3,1.5,0,1.4,11.781,127
123,10,79,1500,5.5,1009,1.4,0,0.2,11.5668,119
118,10,79,1500,4.7,1008.5,1.5,0,0.8,11.3526,114
113,8,78,1300,4.9,1008,1.2,0,0.7,10.9242,113
115,9,78,1300,4.1,1007.8,1.1,0,1.1,1.071,108
143,9,80,1800,3.7,1007.6,1.2,0,1.1,1.4994,137
113,7,81,1500,4,1007.7,1.5,0,0.6,0.6426,113
143,7,79,2000,4.2,1008,1.6,0,0.5,2.142,139
175,6,78,2400,7.9,1007.8,2.8,0,0.6,1.4994,146
254,16,99,3600,11.2,1007.5,3.2,0,1.2,2.3562,201
273,28,108,2600,16.5,1007.5,-4.2,0,7.6,1.2852,229
144,32,65,1200,17.2,1006.7,-9.7,0,6.7,22.491,128
106,20,27,400,17.6,1006.2,-10.3,0,7.1,45.6246,42
170,10,21,300,17.5,1006.4,-10.3,0,4.9,56.1204,32
98,5,17,300,16.7,1006.8,-11.9,0,4.6,62.118,23
56,4,16,200,15.7,1007.7,-13.7,0,5.2,60.6186,10
57,3,16,200,14.3,1008.4,-12.9,0,5.1,58.6908,12
76,3,16,200,13.7,1009.5,-12.5,0,4.3,51.1938,15
70,3,20,200,12.8,1010,-11.7,0,6.8,43.0542,14
75,3,15,200,11.7,1011.8,-9.4,0,5,50.9796,8
72,3,12,200,10.5,1012.7,-8.7,0,6.1,52.9074,11
40,4,19,200,10.1,1012.7,-8.1,0,3.3,41.9832,5
31,4,20,200,9.5,1013.1,-7.7,0,3.1,37.6992,10
18,4,14,200,9.5,1013,-8.1,0,4,43.4826,3
12,5,19,200,8.9,1013.1,-8.2,0,3,37.2708,5
10,4,14,200,7.9,1013.3,-7.8,0,2.6,42.6258,8
9,6,30,200,6.3,1013.5,-8.1,0,1.2,24.8472,6
12,9,39,300,4,1013.4,-6,0,0.2,16.7076,8
10,8,37,400,3.9,1013.7,-6.4,0,1.5,18.6354,7
17,6,35,400,3.7,1013.3,-7.7,0,0.6,17.136,10
28,6,35,400,4.9,1013.4,-7.9,0,0.6,14.5656,18
10,12,35,500,7.1,1013.8,-8.5,0,1.2,15.2082,3
29,21,42,600,9.7,1013.9,-7.5,0,1.3,12.4236,18
43,20,36,600,11.6,1013.6,-8.3,0,0.8,18.207,21
63,26,46,800,13,1013.1,-10.1,0,1.1,14.3514,43
34,20,35,500,13.6,1011.8,-9.6,0,2.1,26.775,26
26,14,29,400,14.2,1010.8,-9.8,0,1.8,36.6282,22
40,12,36,400,14.6,1009.9,-8.8,0,2.1,37.485,26
44,12,32,400,14.6,1009.2,-8.2,0,2.8,43.4826,23
66,18,33,400,13.7,1009.1,-7.1,0,2.4,49.4802,29
80,17,38,500,12.3,1009.2,-6.7,0,1.1,45.4104,38
82,17,48,500,10.3,1009.8,-5.7,0,0.2,31.7016,44
103,13,69,800,8,1010.1,-5.5,0,0.6,10.0674,54
105,13,76,1200,7.2,1010.4,-6.2,0,0.2,2.9988,72
74,14,58,800,6.8,1010.9,-5.6,0,1.1,11.781,56
69,15,49,700,5.7,1011.2,-5.6,0,1.4,16.065,48
85,18,60,1000,4.6,1011.3,-5.2,0,1.2,8.3538,59
68,13,49,800,3.8,1011.7,-4.9,0,0.2,13.7088,53
65,12,41,800,3.8,1011.7,-5.2,0,1.7,19.9206,50
71,10,47,1000,2.9,1012.1,-5,0,0.7,11.9952,57
79,9,54,1400,2.4,1012.2,-5,0,1,5.1408,64
61,9,52,1100,2.5,1011.9,-5.2,0,1.1,4.9266,60
72,10,45,800,2.6,1012,-5.3,0,1.7,9.4248,55
75,11,53,1000,2.2,1012.2,-5.2,0,1.5,4.4982,60
67,12,49,900,1.7,1012.5,-5.2,0,1.8,6.2118,62
79,12,49,1000,2.9,1012.9,-5,0,1.2,4.4982,66
90,16,48,1100,5.8,1013.1,-4.7,0,0.6,5.7834,74
99,26,46,1100,7.8,1012.7,-5.3,0,0.1,7.2828,77
135,31,62,1700,10.6,1012.3,-4.6,0,0.5,4.9266,100
126,38,73,1400,11.8,1011.2,-4,0,1.4,8.568,102
118,67,72,1300,12.3,1010.5,-3.1,0,1.5,12.4236,98
123,105,76,1600,12.8,1009.9,-2.3,0,1.5,14.5656,96
133,120,85,1800,12.8,1009.7,-2.3,0,1.3,15.4224,120
145,117,95,1900,12.8,1009.6,-1.5,0,1.5,12.6378,135
162,107,106,1900,11.5,1010,-1.3,0,0.6,8.1396,137
177,99,114,2100,9.6,1010.5,-1.2,0,0.9,2.3562,152
204,80,120,2600,7.9,1010.8,-0.3,0,0.1,2.9988,168
239,76,123,3300,7.1,1011.6,-0.6,0,0.9,5.7834,209
167,67,103,2500,6.6,1012,-0.4,0,0.9,0.6426,164
214,56,107,3500,6.2,1012,-0.3,0,0.8,6.426,192
221,47,107,3800,6.2,1012.6,-0.5,0,1.2,4.4982,201
221,42,102,3700,6.3,1012.6,-0.2,0,0.9,3.8556,199
182,43,101,3000,6.1,1012.5,0,0,0.7,0.8568,181
182,48,97,3100,5.7,1012.5,0.5,0,1.6,1.9278,172
186,31,97,3100,6.7,1012.9,0.8,0,1.6,1.2852,181
172,38,95,2700,6.2,1012.9,0.7,0,0.4,NA,170
172,37,95,2600,8.4,1012.3,-1.2,0,1.9,1.4994,169
112,61,88,2000,9.3,1012.5,-2.3,0,1.4,0.8568,156
112,69,89,1600,8.7,1013,-1.2,0,0.8,2.142,121
123,90,91,1900,10.1,1013.3,-3.3,0,2.3,2.3562,113
134,100,88,1900,11.7,1014.1,-4.1,0,1.8,3.6414,134
125,117,82,1700,13.7,1014,-5,0,1.4,2.9988,120
110,122,72,1600,14.5,1014.1,-5.3,0,3.3,7.497,103
110,80,55,1100,15.1,1013.7,-4.8,0,0.6,16.7076,73
70,72,54,1100,15.3,1012.9,-5.2,0,2.5,16.7076,63
48,62,48,900,15,1013.4,-5.4,0,2.1,20.5632,46
54,48,48,800,15,1013.9,-6,0,3,17.9928,49
50,39,45,700,14.8,1015,-7.4,0,4.6,19.7064,40
24,15,28,400,13.7,1015.9,-8.3,0,5.6,35.9856,22
24,15,28,200,12.1,1017.5,-9,0,4.9,49.4802,22
62,14,14,200,10.9,1018.9,-8.4,0,3.9,49.0518,11
32,22,17,200,9.7,1020.2,-8.4,0,3.7,44.1252,7
22,14,15,200,8.8,1021.2,-9.2,0,2.3,43.6968,7
7,9,17,300,6.7,1022.6,-12,0,3.9,39.8412,3
6,22,15,200,5.1,1023.5,-18.7,0,7.9,39.1986,3
6,24,14,200,3.7,1024.5,-23.2,0,5,48.6234,3
6,4,8,200,2.4,1025,-24.2,0,4.9,66.1878,3
9,2,7,200,1.9,1025,-23.7,0,4.5,68.544,3
19,2,7,200,0.9,1025,-22.9,0,2.8,68.544,6
20,4,9,200,0.6,1024.5,-23.1,0,5.6,63.4032,3
23,8,13,200,0.4,1024,-22.6,0,5.5,56.5488,3
53,13,15,200,0.5,1023.4,-23.2,0,4.5,52.9074,7
40,19,16,300,0.5,1023.6,-23.2,0,4.3,52.2648,11
27,17,14,300,1.3,1023.7,-24.2,0,6.8,53.3358,6
27,17,14,NA,2.7,1023.5,-24,0,6.4,53.1216,6
43,10,13,300,4.3,1022.3,-23.7,0,6.2,54.4068,5
49,12,17,300,5.7,1021,-23.7,0,8.8,52.9074,14
62,15,18,400,7.1,1019.2,-21.5,0,5.1,54.8352,9
58,19,19,400,8.3,1017.7,-20.5,0,7.3,54.8352,10
50,14,19,400,9.3,1016.4,-19.8,0,5.9,54.4068,12
50,11,19,400,10.2,1015.4,-19,0,4.3,52.6932,12
50,13,22,400,10.5,1015.2,-18.8,0,4.9,49.9086,9
51,14,28,400,9.9,1015.2,-18.3,0,4.1,44.5536,18
52,14,37,400,10,1015.6,-17.2,0,4.8,35.7714,15
49,14,42,500,9.6,1016.7,-16.7,0,2.9,28.917,20
47,18,54,600,8.4,1017.7,-16,0,0.6,14.7798,19
42,18,44,600,8.7,1018.2,-15.8,0,2.1,22.2768,21
37,16,31,500,6.5,1019.6,-13.7,0,1.2,31.7016,19
27,12,26,400,5,1020.4,-12.5,0,0.5,35.9856,15
32,8,32,500,7.8,1020.6,-16.5,0,2.9,28.917,14
25,12,43,600,5.7,1021.3,-13.3,0,0,17.7786,17
27,17,32,400,4.3,1021.7,-13.6,0,0.6,25.2756,14
19,18,26,400,4.5,1022,-14.4,0,0.6,31.4874,6
25,15,28,600,2.7,1022.1,-12.4,0,1.4,28.7028,12
27,22,37,700,2.1,1021.9,-12.2,0,1.7,20.7774,17
30,24,44,700,2.3,1021.9,-12.4,0,1.9,12.2094,19
25,21,36,600,4,1021.9,-12.9,0,1,19.9206,18
32,38,34,500,3.8,1022.1,-11.8,0,1.5,23.3478,14
38,24,38,700,8.6,1021.8,-12.5,0,2.4,20.5632,20
33,23,30,600,10.2,1021.2,-12.5,0,3.9,26.9892,15
18,23,22,400,11.4,1020.4,-12.1,0,4.7,38.9844,11
24,23,18,400,12.6,1018.8,-11.9,0,4.2,47.124,11
19,12,15,300,13.4,1017.3,-12,0,3.2,52.2648,11
19,12,15,300,14.5,1016.2,-11.1,0,3.4,54.8352,11
19,15,17,400,13.5,1015.7,-8.4,0,2.8,53.7642,14
37,20,25,400,12.2,1015.3,-8.9,0,3.6,50.1228,21
37,20,25,500,10.6,1015.2,-8.7,0,0.8,36.1998,21
84,32,58,500,9.7,1015.3,-8,0,1,23.9904,44
108,17,69,700,7.6,1015.4,-8.1,0,0.7,8.1396,57
115,18,74,1000,5.8,1015.6,-7.5,0,0.8,2.9988,71
118,21,73,1300,4.8,1015.7,-7.4,0,0.6,3.6414,88
93,21,66,1200,3.6,1015.7,-7,0,0.6,4.284,68
102,31,66,1400,2.8,1015.9,-6.1,0,0.9,2.9988,67
136,25,68,2200,2.5,1016.3,-5.4,0,0,5.1408,91
177,21,69,3000,2.5,1016.2,-5.6,0,0.8,7.2828,134
159,19,65,3500,3,1016.7,-5.2,0,1,7.497,127
154,17,63,4100,1.7,1016.6,-5.5,0,0.9,5.1408,128
186,22,86,4400,1.9,1016.2,-5.3,0,1.1,4.9266,143
161,27,86,3300,3.1,1016.6,-5.6,0,2,11.5668,133
145,35,75,2600,5.6,1016.5,-6.3,0,1.5,10.0674,108
50,43,59,1400,5.4,1016.9,-6.2,0,0.6,8.3538,49
50,45,47,700,7.1,1017.6,-5.9,0,1.3,13.923,16
31,48,48,800,10.5,1017.6,-5.9,0,1.6,14.3514,24
37,54,39,700,12.7,1017.4,-5.9,0,1.9,23.7762,27
33,43,30,600,14.2,1016.7,-6.1,0,2.3,35.343,23
14,29,23,400,15.3,1015.5,-5.2,0,1.9,42.6258,10
14,20,17,300,15.9,1014.5,-5.8,0,0.7,53.9784,12
12,78,13,200,16.2,1013.8,-5.6,0,1.9,60.6186,12
6,15,11,300,15.7,1013.6,-4.8,0,2.3,71.1144,3
40,18,19,300,14.9,1013.5,-5,0,1.5,67.2588,16
31,20,28,400,13.5,1013.7,-4.7,0,1,61.4754,22
47,18,39,400,11.5,1014.3,-4.2,0,1,47.7666,25
74,19,63,700,10.3,1014.8,-4.5,0,0.8,20.7774,33
101,21,76,1000,7.7,1015,-3.5,0,0.5,8.1396,51
97,29,76,1400,6.5,1015.6,-3.7,0,0.4,8.7822,69
79,29,72,1400,5.6,1015.7,-3.8,0,0.6,7.7112,66
72,29,71,1400,5.2,1015.9,-3.6,0,0.7,9.2106,60
85,29,73,1300,7.7,1015.6,-3.5,0,0.8,8.568,61
82,36,76,1200,5,1015.3,-3.8,0,0.2,9.639,64
86,38,77,1200,3.7,1015.2,-3.1,0,0.2,8.1396,72
100,32,72,1400,2.4,1014.8,-3.5,0,1,9.4248,78
95,31,69,1400,2.6,1014.4,-3.3,0,0.8,8.3538,80
105,27,68,1700,3.2,1014.3,-3.4,0,1.1,10.2816,77
77,25,65,1500,3.9,1013.8,-2.9,0,0.1,9.4248,65
73,27,64,1200,3.3,1013.8,-3.1,0,0.9,7.2828,67
94,33,67,1700,3.7,1014.4,-2.5,0,1.7,8.1396,75
122,33,70,2600,5.6,1014.4,-1.6,0,0.6,8.3538,101
112,50,68,2100,7,1013.8,0,0,1.2,6.8544,86
112,50,68,2200,8.2,1013.2,-0.3,0,0.4,9.8532,86
149,82,74,2500,9.2,1011.6,-0.2,0,1,10.9242,106
149,85,81,2400,9.5,1010.8,0.1,0,0.9,15.4224,112
134,76,77,2400,9.3,1009.9,-0.1,0,1.2,19.9206,113
142,86,84,2700,9.1,1009.4,0,0,0.7,19.4922,129
154,81,96,2600,8.7,1009.5,-0.1,0,0,16.065,143
176,78,105,2600,7.9,1009.4,0.1,0,0.2,12.2094,167
184,65,106,2600,7.1,1009.8,0.1,0,1,9.639,169
194,61,111,2900,5.8,1010.2,-0.1,0,0,7.9254,183
212,61,107,3300,5.1,1010.1,-0.1,0,0,8.3538,201
212,51,93,3200,4.7,1010.4,-0.5,0,1.2,6.6402,182
144,52,90,2900,4.6,1010.4,-0.6,0,0,5.9976,156
129,48,88,2700,4.1,1010.1,-0.7,0,0,6.2118,141
117,42,86,2600,3.9,1010,-0.7,0,0.1,8.1396,126
117,39,87,3000,3.4,1010.1,-1.4,0,0.8,7.0686,146
121,36,82,2600,2.9,1010,-2.4,0,1.1,6.2118,133
121,29,80,2700,3.9,1010.4,-5.1,0,2.4,7.0686,133
97,28,71,2000,7.4,1010,-8.7,0,2,9.2106,102
50,16,61,700,7.2,1010.1,-9.3,0,2.9,11.9952,37
39,11,42,600,6.9,1010.2,-8.3,0,1.3,26.775,18
41,17,41,500,3.3,1010.8,-7.2,0,1.2,28.0602,17
48,20,55,700,5.2,1011.4,-7.7,0,2,18.207,21
68,24,63,1100,9.6,1011.5,-9,0,3.4,10.9242,29
65,16,45,800,11.1,1011.1,-9.3,0,3.9,27.2034,29
54,12,22,500,11.9,1010.6,-9.2,0,4.8,50.7654,21
65,12,19,400,12.8,1009.7,-9.6,0,3.3,57.4056,20
99,16,19,500,13.3,1009,-9.9,0,4.3,60.1902,30
95,19,19,500,13.9,1008.4,-10.1,0,3.9,63.4032,30
93,16,20,400,14.1,1008.1,-11.4,0,5.1,65.5452,29
90,18,25,500,13.8,1008.2,-11.6,0,4,62.3322,26
82,14,26,400,12.7,1008.4,-11.1,0,2.3,62.3322,29
75,17,40,600,10.8,1008.6,-10.1,0,1,47.124,25
91,25,63,1100,8.8,1009,-8.7,0,0,22.2768,42
153,46,79,2200,6.9,1009.4,-8.7,0,0.7,14.7798,99
177,45,82,2900,5.6,1009.9,-8.7,0,0.6,14.1372,115
110,32,60,1700,5,1010.2,-8.5,0,0.9,11.781,76
85,26,57,1700,5.8,1010.4,-8.5,0,1.9,10.4958,50
103,31,69,1900,4.6,1010.3,-8.5,0,1.8,12.2094,75
85,31,65,1300,4,1010.1,-8.7,0,1.6,8.9964,51
92,37,65,1500,3.1,1010.4,-8,0,2.1,7.9254,56
83,42,61,1100,7.7,1010.3,-10.6,0,1.3,7.2828,48
84,47,66,1000,4.9,1010.1,-8.6,0,1,7.9254,40
91,47,66,700,7.1,1009.9,-9.8,0,0.9,16.9218,35
109,43,56,900,4.1,1009.5,-8.3,0,0.7,16.7076,40
136,33,64,1800,3.3,1009.7,-7,0,1.2,6.2118,61
126,28,60,1900,3.8,1010.3,-5.4,0,0.1,7.0686,63
156,45,69,2400,7,1010.3,-6,0,0.8,9.8532,85
163,45,70,2300,10,1009.9,-6,0,0.9,8.7822,82
188,67,89,2700,14.7,1009,-10.9,0,4.1,10.4958,112
237,56,82,2200,15.6,1007.5,-11,0,3.6,23.562,141
157,23,22,500,16,1006.4,-11.5,0,5.4,59.1192,65
162,18,17,400,16.6,1005.2,-11.1,0,4.1,71.757,58
152,20,19,400,16.4,1005.4,-9.5,0,3.9,71.9712,62
188,27,25,500,14.7,1005.6,-7.4,0,2.4,66.1878,70
189,27,83,1100,13.2,1005.7,-7.5,0,1.4,22.9194,86
165,38,94,1000,10.2,1006.2,-6.2,0,0.6,14.1372,81
159,57,107,1100,8.1,1006.3,-6.8,0,0.5,8.9964,84
182,57,112,2100,7.5,1006.5,-7,0,1,8.568,102
186,42,102,2100,7.2,1006.8,-7.6,0,1.3,3.8556,120
152,31,83,1400,6.6,1006.6,-7.4,0,1,1.071,96
147,42,80,1200,5.4,1006.5,-6.5,0,0.1,1.7136,92
